 Number XWIN YWIN XWORLD YWORLD MAG MAGERROR FLUX FLUXERROR FLUXRADIUS FWHM BACKGROUND RA DEC BMAG GMAG RMAG BmG BmR GmR
664 908 403.0671 266.352 332.11904798 62.724616507 -7.8477 0.4986 1377.41 632.4023 0.973 2.63 377.1711 332.119048 62.7246165 7.864013195037842 7.754975318908691 7.589758396148682 0.10903787612915039 0.27425479888916016 0.16521692276000977
665 909 370.4538 265.2488 332.32501223 63.659995757 -6.8447 1.2558 546.8799 632.4023 0.889 0.95 375.1553 332.3250122 63.6599958 10.07511043548584 9.940706253051758 9.710113525390625 0.13440418243408203 0.36499691009521484 0.2305927276611328
666 910 411.7867 265.5564 332.02025558 62.486227098 -7.2076 0.8847 763.9297 622.3369 1.262 1.47 377.0536 332.02025560000004 62.48622710000001 8.961118698120117 8.349842071533203 7.649242877960205 0.6112766265869141 1.311875820159912 0.700599193572998
667 911 305.9524 265.3328 332.59452633 65.524351359 -8.3289 0.3234 2145.719 639.0245 1.3419999999999999 1.41 375.9514 332.59452630000004 65.5243514 7.701562881469727 7.679218769073486 7.677795886993408 0.022344112396240234 0.02376699447631836 0.001422882080078125
668 912 90.9225 265.6278 334.42585471 71.708142921 -7.914 0.469 1464.2220000000002 632.4023 3.592 0.94 376.5199 334.4258547 71.7081429 8.719086647033691 8.084234237670898 7.362307071685791 0.634852409362793 1.3567795753479004 0.7219271659851074
669 913 43.2731 265.0424 334.86563527 73.02071209100001 -7.2387 0.8737 786.0692 632.4023 0.7 2.46 372.6679 334.8656353 73.0207121 8.694989204406738 7.854996204376221 6.99507999420166 0.8399930000305176 1.6999092102050781 0.8599162101745605
670 914 224.6645 264.2677 333.07693811 67.85705830100001 -6.7198 1.3866 487.4319 622.3369 0.7559999999999999 1.48 378.7241 333.0769381 67.85705829999999 11.717939376831055 11.377483367919922 10.890591621398926 0.3404560089111328 0.8273477554321289 0.4868917465209961
671 915 151.0866 264.2488 333.64004039 69.98951615600001 -8.6484 0.3036 2879.7459999999996 805.1782 2.7560000000000002 5.45 378.5609 333.6400404 69.9895162 8.170104026794434 7.520424842834473 6.789343357086182 0.6496791839599609 1.380760669708252 0.731081485748291
672 916 81.6923 264.4778 334.36095345 71.937852298 -7.5693 0.6341 1065.875 622.3369 1.129 3.77 375.7019 334.36095339999997 71.93785229999999 10.347329139709473 9.536328315734863 8.687983512878418 0.8110008239746094 1.6593456268310547 0.8483448028564453
673 917 482.081 262.0958 331.48077389 60.481021776999995 -7.2907 0.8415 824.6511 639.0245 0.9840000000000001 3.49 369.6727 331.4807739 60.4810218 10.580904960632324 9.832613945007324 9.026200294494629 0.748291015625 1.5547046661376953 0.8064136505126953
674 918 471.7682 261.502 331.57524035 60.82306959100001 -8.3225 0.3237 2133.09 635.722 2.441 5.16 374.344 331.5752404 60.8230696 7.4755024909973145 6.963409900665283 6.348312854766846 0.5120925903320312 1.1271896362304688 0.6150970458984375
675 919 466.4329 256.8817 331.27099857 60.905081425 -8.1029 0.4393 1742.4479999999999 704.811 2.197 5.13 374.32099999999997 331.2709986 60.9050814 8.34665298461914 7.950035095214844 7.41994047164917 0.3966178894042969 0.9267125129699707 0.5300946235656738
676 920 473.2658 259.4568 331.35921079 60.730086702 -9.1364 0.1489 4513.998 618.9454 1.5830000000000002 2.74 374.6375 331.3592108 60.73008670000001 7.4755024909973145 6.963409900665283 6.348312854766846 0.5120925903320312 1.1271896362304688 0.6150970458984375
677 921 473.3811 259.5246 331.39311068 60.818590316000005 -7.9891 0.4354 1569.128 629.0651 2.9389999999999996 1.46 375.2169 331.39311069999997 60.8185903 7.4755024909973145 6.963409900665283 6.348312854766846 0.5120925903320312 1.1271896362304688 0.6150970458984375
678 922 368.8803 260.5817 331.97079437 63.72767292 -8.7287 0.2272 3100.823 648.8311 2.066 5.3 374.8656 331.9707944 63.727672899999995 8.075149536132812 7.8667216300964355 7.538845539093018 0.20842790603637695 0.5363039970397949 0.32787609100341797
679 923 219.3904 259.1724 333.15152955 68.43326308 -6.9384 1.1337 596.1619999999999 622.3369 0.924 1.49 378.1772 333.1515296 68.43326309999999 10.216954231262207 9.514101028442383 8.738704681396484 0.7028532028198242 1.4782495498657227 0.7753963470458984
680 924 197.6378 263.6738 333.23884402 68.637815107 -7.7983 0.5246 1316.145 635.722 1.371 1.62 378.2898 333.238844 68.6378151 9.119580268859863 8.145814895629883 7.210811138153076 0.9737653732299805 1.908769130706787 0.9350037574768066
681 926 504.7784 257.013 331.4457504 59.838867124 -8.6399 0.2404 2857.205 632.4023 2.943 2.41 369.6343 331.44575039999995 59.838867099999995 11.677356719970703 11.280202865600586 10.736351013183594 0.3971538543701172 0.9410057067871094 0.5438518524169922
682 927 484.3937 262.9301 331.50851348 60.395232456 -6.4886 1.7525 393.9466 635.722 0.9520000000000001 2.54 369.6654 331.5085135 60.3952325 10.580904960632324 9.832613945007324 9.026200294494629 0.748291015625 1.5547046661376953 0.8064136505126953
683 929 279.1517 262.3673 332.55530491 66.29884112 -8.5088 0.2741 2532.217 639.0245 1.475 2.14 375.8102 332.55530489999995 66.29884109999999 8.027566909790039 7.959109306335449 7.87547492980957 0.06845760345458984 0.15209197998046875 0.0836343765258789
684 930 185.8339 261.8481 333.16657035 68.976770216 -8.6466 0.2401 2875.059 635.722 1.358 2.3 379.1188 333.16657030000005 68.9767702 7.414036750793457 7.392947196960449 7.417331218719482 0.021089553833007812 -0.0032944679260253906 -0.024384021759033203
685 931 154.0377 261.8524 333.39590052 69.87743028199999 -8.5071 0.2702 2528.302 629.0651 2.239 3.09 377.2782 333.3959005 69.8774303 8.170104026794434 7.520424842834473 6.789343357086182 0.6496791839599609 1.380760669708252 0.731081485748291
686 932 93.0312 261.2629 333.940296 71.640606849 -7.8326 0.5056 1358.406 632.4023 1.84 2.61 376.4765 333.940296 71.6406068 8.719086647033691 8.084234237670898 7.362307071685791 0.634852409362793 1.3567795753479004 0.7219271659851074
687 933 14.9598 262.0097 334.88087322 73.839902043 -5.1357 5.8335 113.3112 608.6575 0.573 1.51 367.0511 334.8808732 73.839902 9.897259712219238 9.301952362060547 8.606365203857422 0.5953073501586914 1.2908945083618164 0.695587158203125
688 934 419.6609 254.2626 331.27982775 62.287810932 -11.4416 0.0326 37724.34 1131.276 2.015 1.64 375.6425 331.2798277 62.2878109 5.08314323425293 5.0049967765808105 4.952139377593994 0.07814645767211914 0.13100385665893555 0.052857398986816406
689 935 31.7747 259.4292 334.60666219 73.338391583 -7.9106 0.4705 1459.604 632.4023 4.6160000000000005 0.96 367.4874 334.6066622 73.3383916 10.098810195922852 9.408180236816406 8.640469551086426 0.6906299591064453 1.4583406448364258 0.7677106857299805
690 936 505.2726 256.9022 331.24020071 59.729730177 -8.6584 0.2222 2906.3179999999998 594.6635 3.66 2.44 369.6202 331.2402007 59.729730200000006 7.8975348472595215 7.847568035125732 7.771076679229736 0.04996681213378906 0.12645816802978516 0.0764913558959961
691 937 374.1702 259.7073 331.83707806 63.574025852 -8.0005 0.4331 1585.664 632.4023 1.867 3.59 376.9822 331.83707810000004 63.574025899999995 9.423809051513672 8.534439086914062 7.645322322845459 0.8893699645996094 1.778486728668213 0.8891167640686035
692 938 273.7588 258.3359 332.32480358 66.455318823 -6.6356 1.5306 451.0662 635.722 0.894 3.24 375.2022 332.32480360000005 66.4553188 8.871456146240234 8.752528190612793 8.57478141784668 0.1189279556274414 0.2966747283935547 0.17774677276611328
693 939 145.7646 259.8694 333.35744817 70.125098351 -7.8995 0.4754 1444.7420000000002 632.4023 1.34 2.28 377.4809 333.35744819999996 70.1250984 8.190814018249512 8.124893188476562 8.031612396240234 0.06592082977294922 0.15920162200927734 0.09328079223632812
694 940 504.5906 255.4601 330.95962087 59.861655321 -10.8732 0.0651 22350.1 1339.172 2.735 4.95 369.624 330.9596209 59.861655299999995 6.745141983032227 6.615472793579102 6.40513801574707 0.129669189453125 0.34000396728515625 0.21033477783203125
695 941 425.0907 257.2126 331.45186549 62.099995387 -8.3222 0.3271 2132.486 642.31 1.9569999999999999 4.78 377.7274 331.4518655 62.099995400000005 11.703383445739746 10.422882080078125 9.339754104614258 1.280501365661621 2.3636293411254883 1.0831279754638672
696 944 223.0123 258.0404 332.64143071 67.92008191800001 -5.4712 4.4497 154.3436 632.4023 0.431 0.95 379.2448 332.6414307 67.9200819 11.043442726135254 10.292684555053711 9.480491638183594 0.750758171081543 1.5629510879516602 0.8121929168701172
697 945 402.039 252.5787 331.25399899 62.789246746 -11.6674 0.0305 46447.75 1305.747 2.718 1.46 375.1142 331.253999 62.78924670000001 5.540979385375977 4.698031425476074 3.9261651039123535 0.8429479598999023 1.614814281463623 0.7718663215637207
698 946 390.8661 247.3362 330.98131159 63.111332808 -12.2296 0.0214 77957.2 1535.415 2.477 2.52 375.8428 330.9813116 63.1113328 5.545495510101318 3.9525954723358154 2.9111814498901367 1.592900037765503 2.6343140602111816 1.0414140224456787
699 947 189.1586 260.4183 332.83233799 68.971137865 -8.2969 0.3244 2083.288 622.3369 3.4989999999999997 1.49 378.8343 332.832338 68.9711379 7.414036750793457 7.392947196960449 7.417331218719482 0.021089553833007812 -0.0032944679260253906 -0.024384021759033203
700 948 464.1332 256.0882 331.20230935 61.000466458999995 -7.5124 0.679 1011.485 632.4023 0.75 1.84 373.755 331.2023093 61.0004665 8.34665298461914 7.950035095214844 7.41994047164917 0.3966178894042969 0.9267125129699707 0.5300946235656738
701 949 118.1088 246.3898 333.35717221 70.968948796 -6.419 1.8588 369.4798 632.4023 0.6759999999999999 0.95 375.0087 333.3571722 70.9689488 12.61153507232666 11.382328987121582 10.298437118530273 1.2292060852050781 2.3130979537963867 1.0838918685913086
702 951 478.41 254.677 331.05089395 60.567074942 -8.277 0.3268 2045.501 615.5352 2.136 4.03 369.7017 331.0508939 60.567074899999994 8.347969055175781 8.238999366760254 8.085575103759766 0.10896968841552734 0.2623939514160156 0.15342426300048828
703 952 452.1767 254.9262 331.1812612 61.342314643 -8.9965 0.174 3968.203 635.722 0.997 1.49 375.3848 331.1812612 61.34231460000001 7.235584259033203 7.140084266662598 7.020230293273926 0.09549999237060547 0.21535396575927734 0.11985397338867188
704 953 369.6079 256.7106 331.59937425 63.737600232 -8.5582 0.2605 2650.2940000000003 635.722 2.7310000000000003 1.67 375.7873 331.5993743 63.737600199999996 9.423809051513672 8.534439086914062 7.645322322845459 0.8893699645996094 1.778486728668213 0.8891167640686035
705 954 146.8146 251.3909 332.62047914 70.121191617 -10.6644 0.0555 18439.11 942.4816 1.6869999999999998 1.49 377.2523 332.6204791 70.1211916 5.632390022277832 5.402039527893066 5.104745388031006 0.23035049438476562 0.5276446342468262 0.29729413986206055
706 955 143.1053 246.5951 332.22489506 70.243393892 -8.9917 0.1747 3950.802 635.722 1.939 5.01 377.1504 332.2248951 70.2433939 7.897607326507568 7.632176399230957 7.259726047515869 0.26543092727661133 0.6378812789916992 0.3724503517150879
707 956 3.0398 255.3811 334.4057197 74.17133287899999 -6.4647 1.5729 385.3575 558.1456 0.9470000000000001 1.51 366.755 334.40571969999996 74.1713329 8.979984283447266 8.682226181030273 8.263246536254883 0.2977581024169922 0.7167377471923828 0.4189796447753906
708 958 430.0207 253.3504 331.17780148 61.97576854 -7.5047 0.6874 1004.313 635.722 1.131 1.96 376.7911 331.1778015 61.97576850000001 9.201583862304688 9.067863464355469 8.84862995147705 0.13372039794921875 0.3529539108276367 0.21923351287841797
709 959 374.7493 251.4365 331.3023504 63.571983522 -9.3484 0.1252 5487.189 632.4023 1.5 3.05 375.897 331.30235039999997 63.571983499999995 7.168216228485107 6.716397762298584 6.148555755615234 0.45181846618652344 1.019660472869873 0.5678420066833496
710 960 230.8453 253.6568 332.20880429 67.71161293 -8.3829 0.2997 2255.099 622.3369 1.733 2.55 377.5682 332.2088043 67.7116129 8.564212799072266 8.54241943359375 8.538126945495605 0.021793365478515625 0.026085853576660156 0.004292488098144531
711 961 137.9874 253.0109 332.85674662 70.376396132 -5.132 6.1138 112.9242 635.722 0.22 1.44 377.1769 332.8567466 70.3763961 8.366317749023438 8.166260719299316 7.870439052581787 0.2000570297241211 0.4958786964416504 0.2958216667175293
712 962 82.9999 253.8208 333.35745249 71.947272499 -6.8083 1.2499 528.8251 608.6575 0.929 1.49 376.2313 333.35745249999997 71.9472725 9.544525146484375 9.293174743652344 8.927258491516113 0.25135040283203125 0.6172666549682617 0.36591625213623047
713 963 78.1042 253.8002 333.36964661 72.09608775699999 -7.9556 0.4538 1521.406 635.722 2.051 3.26 374.9593 333.3696466 72.0960878 8.988181114196777 8.489898681640625 7.8722944259643555 0.49828243255615234 1.1158866882324219 0.6176042556762695
714 964 65.2881 252.4895 333.42138566 72.441492072 -8.8054 0.2712 3327.744 830.9092 2.048 6.34 374.0277 333.4213857 72.44149209999999 8.005231857299805 7.509465217590332 6.8134260177612305 0.49576663970947266 1.1918058395385742 0.6960391998291016
715 965 25.1569 253.9923 333.99576455 73.56931862399999 -7.4379 0.7348 944.4473 639.0245 0.9570000000000001 3.1 367.2988 333.99576460000003 73.5693186 8.353687286376953 8.125126838684082 7.785755157470703 0.2285604476928711 0.56793212890625 0.3393716812133789
716 966 25.0796 252.0323 333.79084136 73.564893276 -6.1249 2.437 281.8188 632.4023 0.501 2.73 367.2962 333.7908414 73.5648933 8.353687286376953 8.125126838684082 7.785755157470703 0.2285604476928711 0.56793212890625 0.3393716812133789
717 969 492.0285 251.9754 330.86249378 60.204090271999995 -5.5558 4.1162 166.8505 632.4023 0.34299999999999997 0.95 369.6629 330.8624938 60.20409029999999 9.335487365722656 9.061932563781738 8.654799461364746 0.27355480194091797 0.6806879043579102 0.4071331024169922
718 972 1.5628 249.8017 333.85025953 74.25365103600001 -8.0788 0.3066 1704.269 481.186 2.081 3.95 366.7209 333.8502595 74.253651 8.742987632751465 8.130685806274414 7.422505855560303 0.6123018264770508 1.320481777191162 0.7081799507141113
719 973 189.6934 253.4523 332.46909107 68.895149878 -6.6395 1.4929 452.7067 622.3369 0.705 3.47 378.7543 332.4690911 68.8951499 8.177525520324707 8.155193328857422 8.14831829071045 0.022332191467285156 0.029207229614257812 0.006875038146972656
720 974 228.1102 250.1946 332.01655233 67.83658413100001 -7.0005 1.0706 631.2599 622.3369 1.02 1.49 379.08 332.0165523 67.8365841 10.047348022460938 9.852060317993164 9.562166213989258 0.19528770446777344 0.4851818084716797 0.28989410400390625
721 975 112.2634 248.3318 332.66498336 71.109505099 -8.499 0.2708 2509.54 625.71 1.2690000000000001 3.71 374.4335 332.6649834 71.10950509999999 7.674472808837891 7.3402814865112305 6.8973188400268555 0.33419132232666016 0.7771539688110352 0.442962646484375
722 976 77.9138 250.486 333.13988836 72.093428786 -7.9603 0.4518 1527.993 635.722 2.121 1.46 375.3403 333.13988839999996 72.0934288 8.988181114196777 8.489898681640625 7.8722944259643555 0.49828243255615234 1.1158866882324219 0.6176042556762695
723 977 470.1723 249.3525 330.76854336 60.820178946999995 -8.5281 0.2969 2577.7070000000003 704.811 1.411 5.23 373.9471 330.7685434 60.8201789 8.042407035827637 7.308318614959717 6.512821197509766 0.7340884208679199 1.529585838317871 0.7954974174499512
724 979 338.6856 243.5951 330.93135364 64.619697752 -12.1929 0.0163 75361.95 1131.276 1.611 2.11 376.0045 330.9313536 64.6196978 4.529828071594238 4.2583088874816895 4.083696365356445 0.27151918411254883 0.44613170623779297 0.17461252212524414
725 980 36.374 246.8789 333.17856667 73.271843807 -9.9584 0.0809 9623.694 716.6573 1.446 3.45 367.5468 333.1785667 73.2718438 6.34757137298584 5.815127372741699 5.1973347663879395 0.5324440002441406 1.1502366065979004 0.6177926063537598
726 981 361.0843 260.7703 331.96134572 63.94028053 -6.0104 2.7082 253.5984 632.4023 0.5760000000000001 2.54 374.3997 331.9613457 63.94028050000001 9.245447158813477 9.138627052307129 8.963726997375488 0.10682010650634766 0.2817201614379883 0.17490005493164062
727 982 386.5398 247.893 331.01424637 63.388472791999995 -8.3904 0.2977 2270.625 622.3369 3.181 1.49 376.9019 331.0142464 63.3884728 9.534344673156738 9.48874282836914 9.391119956970215 0.045601844787597656 0.14322471618652344 0.09762287139892578
728 983 257.197 247.4559 331.58830128 66.96359217 -8.226 0.3501 1951.586 629.0651 1.432 3.55 378.0115 331.5883013 66.96359220000001 8.814789772033691 7.962064743041992 7.093064785003662 0.8527250289916992 1.7217249870300293 0.8689999580383301
729 984 210.974 246.6212 331.8108747 68.290410403 -8.4206 0.2942 2334.65 632.4023 1.331 1.97 379.7572 331.8108747 68.2904104 7.651186943054199 7.421689510345459 7.098515510559082 0.22949743270874023 0.5526714324951172 0.32317399978637695
730 985 167.9204 247.6607 332.13777575 69.533359658 -7.1905 0.9181 751.9806 635.722 0.866 1.83 377.7465 332.1377758 69.5333597 8.590831756591797 8.283117294311523 7.858057975769043 0.30771446228027344 0.7327737808227539 0.42505931854248047
731 986 75.4143 234.4896 331.66671449 72.19488157800001 -8.7648 0.2933 3205.7529999999997 865.6486 1.102 3.28 375.7854 331.6667145 72.1948816 7.640082359313965 7.053686141967773 6.379483222961426 0.5863962173461914 1.260599136352539 0.6742029190063477
732 987 78.5508 244.0171 332.50992587 72.087641457 -10.0692 0.0733 10658.34 719.5885 1.5419999999999998 1.44 375.3585 332.5099259 72.0876415 6.333786487579346 6.335444927215576 6.392190456390381 -0.0016584396362304688 -0.058403968811035156 -0.05674552917480469
733 988 70.6635 242.0983 332.39336352 72.318333657 -11.7748 0.025 51275.73 1180.445 1.985 1.49 373.7776 332.39336349999996 72.31833370000001 5.031950950622559 4.492180824279785 3.9609615802764893 0.5397701263427734 1.0709893703460693 0.5312192440032959
734 990 421.063 246.2645 330.75211276 62.364444336000005 -8.4399 0.2875 2376.577 629.0651 3.76 3.25 377.0699 330.7521128 62.364444299999995 10.087069511413574 9.171730041503906 8.265625953674316 0.915339469909668 1.8214435577392578 0.9061040878295898
735 991 266.9531 246.0356 331.44538678 66.689376633 -7.4333 0.7303 940.3978 632.4023 0.9129999999999999 2.75 377.4147 331.44538680000005 66.6893766 8.494583129882812 8.235099792480469 7.869431495666504 0.25948333740234375 0.6251516342163086 0.36566829681396484
736 992 230.0962 246.6085 331.69813409 67.74833397100001 -7.9222 0.4655 1475.237 632.4023 1.811 2.53 379.2898 331.6981341 67.748334 10.489752769470215 9.627267837524414 8.750749588012695 0.8624849319458008 1.7390031814575195 0.8765182495117188
737 993 98.9094 246.0829 332.54346797 71.507069238 -4.8633 7.7894 88.16962 632.4023 0.264 2.5 375.5416 332.543468 71.5070692 8.94722843170166 8.712663650512695 8.371088027954102 0.23456478118896484 0.5761404037475586 0.34157562255859375
738 994 461.2113 245.0584 330.58131243 61.11461452100001 -6.8964 1.1974 573.5577 632.4023 0.597 3.57 373.6229 330.5813124 61.1146145 7.94483757019043 7.9311723709106445 7.927187442779541 0.013665199279785156 0.017650127410888672 0.003984928131103516
739 996 375.2214 244.9125 330.8726372 63.569232011000004 -8.4407 0.2903 2378.314 635.722 1.501 4.09 377.9896 330.8726372 63.56923199999999 8.917020797729492 8.891854286193848 8.856176376342773 0.02516651153564453 0.06084442138671875 0.03567790985107422
740 997 303.138 244.0769 331.16817448 65.64662573300001 -8.5987 0.251 2751.0429999999997 635.722 2.481 3.22 377.4638 331.1681745 65.6466257 8.584015846252441 7.785512924194336 6.891055107116699 0.7985029220581055 1.6929607391357422 0.8944578170776367
741 998 152.9328 244.7712 332.04353208 69.964713863 -8.7288 0.2226 3101.117 635.722 1.364 1.85 376.9112 332.04353210000005 69.9647139 7.878756999969482 7.851266384124756 7.8431782722473145 0.027490615844726562 0.03557872772216797 0.008088111877441406
742 999 106.1358 245.4856 332.43060459 71.306205859 -7.7771 0.5377 1290.748 639.0245 1.3519999999999999 2.86 374.5524 332.4306046 71.3062059 9.121756553649902 8.452140808105469 7.708472728729248 0.6696157455444336 1.4132838249206543 0.7436680793762207
743 1001 347.2137 260.2273 331.99667556 64.352650087 -8.5066 0.2746 2527.2670000000003 639.0245 1.66 3.03 374.691 331.9966756 64.3526501 8.26369571685791 7.437982559204102 6.586399555206299 0.8257131576538086 1.6772961616516113 0.8515830039978027
744 1002 424.3958 240.2037 330.39075685 62.187350366000004 -8.5986 0.2637 2750.7329999999997 668.0125 1.8119999999999998 5.66 376.8592 330.3907569 62.18735039999999 9.46277904510498 8.339827537536621 7.331148624420166 1.1229515075683594 2.1316304206848145 1.008678913116455
745 1003 411.5756 244.7744 330.72923079 62.536671445 -7.1124 0.9866 699.8047 635.722 0.843 3.12 377.0163 330.72923080000004 62.5366714 10.189631462097168 9.516963958740234 8.763407707214355 0.6726675033569336 1.4262237548828125 0.7535562515258789
746 1004 264.0239 243.97 331.29969861 66.769145905 -6.665 1.482 463.4313 632.4023 0.494 1.1 377.4314 331.2996986 66.7691459 8.494583129882812 8.235099792480469 7.869431495666504 0.25948333740234375 0.6251516342163086 0.36566829681396484
747 1005 198.6859 242.689 331.54883776 68.64830766899999 -8.0947 0.3971 1729.34 632.4023 1.829 2.89 379.4114 331.5488378 68.6483077 8.846899032592773 7.967982769012451 7.086590766906738 0.8789162635803223 1.7603082656860352 0.8813920021057129
748 1006 189.8598 243.9072 331.72970574 68.922402584 -7.4369 0.7279 943.5576 632.4023 2.08 0.92 379.3159 331.7297057 68.9224026 9.758249282836914 9.482698440551758 9.089900016784668 0.27555084228515625 0.6683492660522461 0.39279842376708984
749 1007 4.8764 243.0299 333.07828841 74.169353301 -7.8511 0.4891 1381.787 622.3369 1.5390000000000001 3.88 366.83 333.07828839999996 74.1693533 10.202917098999023 8.415698051452637 7.171627044677734 1.7872190475463867 3.031290054321289 1.2440710067749023
750 1008 321.1046 242.9751 330.97479542 65.127305777 -6.7251 1.4021 489.8363 632.4023 0.618 0.92 377.4071 330.9747954 65.1273058 9.467264175415039 8.600822448730469 7.721268177032471 0.8664417266845703 1.7459959983825684 0.879554271697998
751 1009 305.1395 242.583 331.02453596 65.59006891899999 -8.0375 0.4208 1640.652 635.722 1.661 1.63 377.4715 331.024536 65.5900689 8.584015846252441 7.785512924194336 6.891055107116699 0.7985029220581055 1.6929607391357422 0.8944578170776367
752 1010 195.737 241.1697 331.58790601 68.773885249 -8.1357 0.3763 1795.9229999999998 622.3369 3.0060000000000002 1.48 379.6536 331.58790600000003 68.77388520000001 8.846899032592773 7.967982769012451 7.086590766906738 0.8789162635803223 1.7603082656860352 0.8813920021057129
753 1012 482.4309 237.7732 330.28959475 60.530476948 -7.6646 0.568 1163.645 608.6575 2.449 1.51 369.7242 330.28959480000003 60.5304769 9.135462760925293 8.95023250579834 8.671624183654785 0.18523025512695312 0.4638385772705078 0.2786083221435547
754 1013 190.5524 257.2935 332.76591396 68.85078557 -8.433 0.2924 2361.465 635.722 1.655 2.99 378.2971 332.765914 68.8507856 8.177525520324707 8.155193328857422 8.14831829071045 0.022332191467285156 0.029207229614257812 0.006875038146972656
755 1014 203.5228 248.4573 332.03951156 68.5155063 -8.2076 0.3617 1918.895 639.0245 1.969 1.68 378.8012 332.0395116 68.5155063 8.241003036499023 7.988896369934082 7.631063938140869 0.2521066665649414 0.6099390983581543 0.3578324317932129
756 1015 298.6446 239.9262 331.00707311 65.78606043100001 -8.2314 0.3502 1961.3210000000001 632.4023 2.6839999999999997 0.95 377.2381 331.0070731 65.7860604 8.843513488769531 8.541788101196289 8.11685562133789 0.3017253875732422 0.7266578674316406 0.42493247985839844
757 1016 14.909 241.4395 332.8518994 73.89191417 -7.0865 1.0104 683.2745 635.722 1.162 2.53 367.0576 332.8518994 73.8919142 10.276768684387207 9.12981128692627 8.112601280212402 1.1469573974609375 2.1641674041748047 1.0172100067138672
758 1017 445.097 240.9505 330.32794143 61.575681346 -6.3167 2.0425 336.2498 632.4023 0.529 4.2 375.4305 330.3279414 61.5756813 7.821517467498779 7.730472087860107 7.576812744140625 0.09104537963867188 0.2447047233581543 0.15365934371948242
759 1018 430.9157 239.6151 330.32954328 61.986513777 -9.4779 0.1111 6182.715 632.4023 1.609 2.09 376.7219 330.3295433 61.98651379999999 7.339099884033203 6.749291896820068 6.071786880493164 0.5898079872131348 1.267313003540039 0.6775050163269043
760 1019 156.3245 239.6285 331.64947616 69.899442272 0.2406 843.532 0.8012238 622.3369 0.006 1.5 377.499 331.64947620000004 69.89944229999999 10.679940223693848 9.406001091003418 8.328094482421875 1.2739391326904297 2.3518457412719727 1.077906608581543
761 1020 143.9861 240.9134 331.73160464 70.217967611 -5.9246 2.8842 234.3282 622.3369 0.581 1.49 376.9529 331.7316046 70.2179676 8.467899322509766 8.342765808105469 8.149377822875977 0.12513351440429688 0.31852149963378906 0.1933879852294922
762 1021 128.1584 239.9974 331.77197332 70.679297496 -8.2339 0.3512 1965.914 635.722 0.6970000000000001 1.63 375.6759 331.7719733 70.6792975 7.1588969230651855 7.040025234222412 6.875391960144043 0.11887168884277344 0.2835049629211426 0.16463327407836914
763 1022 35.372 245.0444 332.58505081 73.28553930300001 -7.8827 0.4828 1422.58 632.4023 2.499 0.94 373.2954 332.5850508 73.2855393 8.368086814880371 8.303349494934082 8.209694862365723 0.06473731994628906 0.15839195251464844 0.09365463256835938
764 1024 82.7869 238.9853 331.96271409 71.982472966 -7.8584 0.4963 1391.121 635.722 1.4680000000000002 3.33 374.8296 331.9627141 71.982473 10.303309440612793 10.121967315673828 9.842577934265137 0.18134212493896484 0.46073150634765625 0.2793893814086914
765 1025 503.6737 236.7912 330.05857812 59.949990582 -7.5576 0.6513 1054.529 632.4023 3.138 0.96 369.0538 330.05857810000003 59.94999059999999 10.308685302734375 10.117156028747559 9.808296203613281 0.1915292739868164 0.5003890991210938 0.30885982513427734
766 1026 408.7885 232.6057 330.34538447 62.599595075 -7.8895 0.4721 1431.523 622.3369 4.428999999999999 1.47 377.89599999999996 330.3453845 62.5995951 6.655041694641113 6.651130676269531 6.570089340209961 0.003911018371582031 0.08495235443115234 0.08104133605957031
767 1027 378.9266 237.1102 330.36117756 63.468372218999995 -7.9204 0.4688 1472.7879999999998 635.722 1.058 5.59 378.0056 330.3611776 63.468372200000005 8.90959358215332 7.83050012588501 6.847314357757568 1.0790934562683105 2.062279224395752 0.9831857681274414
768 1028 218.5588 238.2571 331.11441467 68.083529708 -7.7369 0.5522 1243.8139999999999 632.4023 1.38 3.19 379.6355 331.1144147 68.0835297 10.033833503723145 8.70432186126709 7.60373067855835 1.3295116424560547 2.430102825164795 1.1005911827087402
769 1029 208.8688 238.3261 331.16571968 68.369261254 -7.4431 0.7276 948.928 635.722 1.1640000000000001 3.19 379.8137 331.16571969999995 68.3692613 8.608376502990723 8.379829406738281 8.05553913116455 0.2285470962524414 0.5528373718261719 0.32429027557373047
770 1030 70.1868 235.3084 331.77290827 72.348587452 -9.2933 0.1324 5215.725 635.722 1.278 2.12 375.1963 331.7729083 72.3485875 6.877894401550293 6.78681755065918 6.681420803070068 0.09107685089111328 0.1964735984802246 0.10539674758911133
771 1031 56.0006 236.9864 332.00902571 72.736170275 -10.2198 0.0824 12243.58 928.9847 2.206 3.52 373.1646 332.0090257 72.7361703 7.37362813949585 5.571040153503418 4.381487846374512 1.8025879859924316 2.992140293121338 1.1895523071289062
772 1032 503.9799 237.1211 329.99517446 59.894321889 -8.0338 0.4201 1634.975 632.4023 2.2880000000000003 0.96 368.7159 329.9951745 59.8943219 10.308685302734375 10.117156028747559 9.808296203613281 0.1915292739868164 0.5003890991210938 0.30885982513427734
773 1035 289.1916 236.9987 330.69671546 66.057279076 -8.8723 0.194 3539.2470000000003 632.4023 1.064 1.27 377.129 330.6967155 66.0572791 6.772629737854004 6.683644771575928 6.573084354400635 0.08898496627807617 0.19954538345336914 0.11056041717529297
