 Number XWIN YWIN XWORLD YWORLD MAG MAGERROR FLUX FLUXERROR FLUXRADIUS FWHM BACKGROUND RA DEC BMAG GMAG RMAG BmG BmR GmR
418 585 278.9176 342.3727 338.1983719 65.984642907 -7.8335 0.5078 1359.5829999999999 635.722 1.334 3.16 372.8533 338.1983719 65.9846429 8.748781204223633 8.113664627075195 7.389559268951416 0.6351165771484375 1.3592219352722168 0.7241053581237793
419 586 79.1267 348.5317 341.95987458 71.559500107 -7.0913 1.0007 686.318 632.4023 1.032 3.31 373.0095 341.95987460000003 71.5595001 8.536444664001465 8.2913179397583 7.9441328048706055 0.24512672424316406 0.5923118591308594 0.3471851348876953
420 587 240.2723 345.4294 338.70255305 66.84532144100001 -7.2406 0.8721 787.4682 632.4023 3.89 0.96 374.1253 338.70255310000005 66.8453214 9.987679481506348 9.810470581054688 9.529865264892578 0.17720890045166016 0.45781421661376953 0.2806053161621094
421 588 241.3046 344.1782 338.77737741 67.027231591 -7.8122 0.5151 1333.1989999999998 632.4023 1.666 3.08 375.7632 338.7773774 67.0272316 9.176234245300293 8.437005043029785 7.640281677246094 0.7392292022705078 1.5359525680541992 0.7967233657836914
422 589 146.97 342.9337 340.15940618 69.706330215 -3.146 37.8816 18.12987 632.4023 0.129 3.23 377.3779 340.1594062 69.7063302 10.74920654296875 10.389289855957031 9.896186828613281 0.35991668701171875 0.8530197143554688 0.49310302734375
423 592 482.0574 342.3279 336.09778789 60.2377342 -8.1454 0.379 1812.013 632.4023 1.409 3.2 361.5151 336.09778789999996 60.237734200000006 8.525882720947266 7.307795524597168 6.251555919647217 1.2180871963500977 2.274326801300049 1.0562396049499512
424 594 48.0641 342.8866 342.09047122 72.44537327399999 -7.4264 0.7232 934.4784 622.3369 1.591 1.5 370.9824 342.09047119999997 72.4453733 11.402101516723633 10.350785255432129 9.376651763916016 1.051316261291504 2.025449752807617 0.9741334915161133
425 596 479.9777 340.3612 335.97131292 60.30952009 -7.6436 0.6049 1141.354 635.722 1.199 4.51 361.6714 335.9713129 60.3095201 8.525882720947266 7.307795524597168 6.251555919647217 1.2180871963500977 2.274326801300049 1.0562396049499512
426 598 375.5275 338.4508 336.87393824 63.257290146 -8.4314 0.3003 2358.113 652.0672 1.874 5.58 367.9955 336.8739382 63.257290100000006 8.08950138092041 8.003758430480957 7.878838539123535 0.08574295043945312 0.210662841796875 0.12491989135742188
427 599 347.07 337.1231 337.05997021 64.084986216 -10.0943 0.0796 10907.63 799.9327 1.558 1.39 372.5311 337.0599702 64.0849862 6.554666996002197 5.980510711669922 5.31881046295166 0.5741562843322754 1.235856533050537 0.6617002487182617
428 600 351.3242 336.0948 336.95162018 63.965559886 -9.3848 0.121 5674.404 632.4023 2.569 3.7 372.1332 336.9516202 63.965559899999995 6.554666996002197 5.980510711669922 5.31881046295166 0.5741562843322754 1.235856533050537 0.6617002487182617
429 601 352.2191 334.1123 336.78573912 63.955032025 -9.1873 0.1452 4730.835 632.4023 2.102 1.03 371.6671 336.78573910000006 63.955031999999996 7.378454208374023 7.263672351837158 7.118154048919678 0.11478185653686523 0.2603001594543457 0.14551830291748047
430 602 156.9901 340.0187 339.79810698 69.441929495 -6.1562 2.3678 290.0572 632.4023 0.456 0.93 377.5896 339.79810699999996 69.4419295 9.34035587310791 9.06814193725586 8.676634788513184 0.2722139358520508 0.6637210845947266 0.3915071487426758
431 603 154.0411 340.9834 339.89478071 69.510317385 -5.5763 4.0394 170.0213 632.4023 0.423 0.95 377.514 339.8947807 69.5103174 9.34035587310791 9.06814193725586 8.676634788513184 0.2722139358520508 0.6637210845947266 0.3915071487426758
432 604 17.9536 340.9797 342.6674641 73.300658044 -4.4616 11.2765 60.90433 632.4023 0.18899999999999997 0.94 364.2452 342.6674641 73.300658 10.445616722106934 9.812054634094238 9.088092803955078 0.6335620880126953 1.3575239181518555 0.7239618301391602
433 605 304.9001 346.9785 337.71003335 65.31379244899999 -7.797 0.5224 1314.567 632.4023 3.117 2.53 374.2733 337.7100333 65.3137924 10.799266815185547 9.967575073242188 9.105792045593262 0.8316917419433594 1.6934747695922852 0.8617830276489258
434 606 222.3465 338.9487 338.7290211 67.606343658 -7.9648 0.4405 1534.3470000000002 622.3369 2.5180000000000002 1.5 375.9844 338.7290211 67.6063437 8.573147773742676 8.518874168395996 8.456881523132324 0.05427360534667969 0.11626625061035156 0.061992645263671875
435 607 322.8365 340.289 337.34794215 64.620638033 -6.692 1.4455 475.1217 632.4023 3.487 0.95 374.5033 337.3479421 64.620638 10.13097095489502 9.18094253540039 8.227646827697754 0.9500284194946289 1.9033241271972656 0.9532957077026367
436 609 238.523 334.4787 338.38220221 67.061477637 -7.2493 0.8651 793.8459 632.4023 1.364 3.23 375.2409 338.3822022 67.0614776 8.60031795501709 8.098212242126465 7.433537483215332 0.502105712890625 1.1667804718017578 0.6646747589111328
437 610 219.4462 338.0455 338.66743777 67.70437589699999 -7.6747 0.5878 1174.546 635.722 1.3780000000000001 3.35 376.4003 338.6674378 67.7043759 8.573147773742676 8.518874168395996 8.456881523132324 0.05427360534667969 0.11626625061035156 0.061992645263671875
438 611 481.6488 344.5339 335.64974586 59.626483876 -7.3213 0.7793 848.2509 608.6575 3.9130000000000003 1.51 363.5826 335.64974589999997 59.626483900000004 10.413481712341309 10.107698440551758 9.678059577941895 0.3057832717895508 0.7354221343994141 0.4296388626098633
439 613 333.7491 335.001 337.07165242 64.462495424 -7.02 1.0686 642.6743 632.4023 1.051 5.74 374.5229 337.07165239999995 64.46249540000001 9.331714630126953 9.225983619689941 9.067533493041992 0.10573101043701172 0.26418113708496094 0.15845012664794922
440 614 279.9832 337.4117 337.83538317 65.98699516 -6.8782 1.2177 563.9849 632.4023 0.851 0.96 373.085 337.83538319999997 65.98699520000001 8.748781204223633 8.113664627075195 7.389559268951416 0.6351165771484375 1.3592219352722168 0.7241053581237793
441 615 166.6751 335.4576 339.26747554 69.206864614 -9.1586 0.171 4607.299 725.4152 2.115 4.33 376.9947 339.2674755 69.20686459999999 7.409735679626465 7.2621965408325195 6.980936527252197 0.1475391387939453 0.4287991523742676 0.28126001358032227
442 617 61.0665 336.506 341.26055002 72.128081971 -5.6842 3.5989 187.7948 622.3369 0.531 1.5 372.2713 341.26055 72.12808199999999 10.564615249633789 9.931920051574707 9.200544357299805 0.632695198059082 1.3640708923339844 0.7313756942749023
443 618 16.7426 336.9683 342.31305205 73.36157376199999 -7.26 0.8567 801.7036 632.4023 1.012 0.96 364.1747 342.3130521 73.3615738 9.625503540039062 9.426692962646484 9.132752418518066 0.19881057739257812 0.4927511215209961 0.29394054412841797
444 619 256.1546 336.086 337.98341139 66.678744076 -5.0592 6.5375 105.6049 635.722 0.629 3.65 374.7643 337.98341139999997 66.6787441 9.132433891296387 8.735127449035645 8.219084739685059 0.3973064422607422 0.9133491516113281 0.5160427093505859
445 620 238.9963 334.6474 338.1447532 67.160589809 -7.9213 0.4683 1474.109 635.722 1.2930000000000001 4.57 375.4696 338.14475319999997 67.1605898 8.60031795501709 8.098212242126465 7.433537483215332 0.502105712890625 1.1667804718017578 0.6646747589111328
446 621 134.8301 327.939 339.70955212 69.550878611 -3.1454 36.4793 18.11993 608.6575 0.198 1.5 377.7838 339.7095521 69.55087859999999 9.34035587310791 9.06814193725586 8.676634788513184 0.2722139358520508 0.6637210845947266 0.3915071487426758
447 623 351.6653 336.4014 337.03193015 63.868655477 -8.3206 0.3226 2129.234 632.4023 3.053 0.95 371.0169 337.03193010000007 63.8686555 7.378454208374023 7.263672351837158 7.118154048919678 0.11478185653686523 0.2603001594543457 0.14551830291748047
448 624 374.1676 331.6342 336.4470742 63.347619208000005 -10.3545 0.0783 13861.77 998.8628 2.463 4.42 368.2752 336.44707420000003 63.347619200000004 7.160891056060791 5.721853256225586 4.604669570922852 1.439037799835205 2.5562214851379395 1.1171836853027344
449 625 312.0173 333.1405 337.26483312 65.114140429 -8.4966 0.2728 2503.9770000000003 629.0651 2.985 2.47 373.926 337.26483310000003 65.1141404 8.124702453613281 7.848013877868652 7.44549560546875 0.2766885757446289 0.6792068481445312 0.40251827239990234
450 626 289.1998 335.0481 337.52925057 65.735278228 -5.2499 5.3689 125.8829 622.3369 0.426 1.49 374.0049 337.5292506 65.7352782 11.513684272766113 11.121147155761719 10.576851844787598 0.39253711700439453 0.9368324279785156 0.5442953109741211
451 627 208.4639 334.3601 338.54592097 67.997628935 -5.0486 6.3209 104.5738 608.6575 0.54 1.5 377.6656 338.545921 67.99762890000001 11.11500358581543 9.330209732055664 8.09152889251709 1.7847938537597656 3.02347469329834 1.2386808395385742
452 629 11.3934 338.0573 342.55495354 73.517872282 -6.7019 1.4325 479.4492 632.4023 1.601 0.96 363.2162 342.5549535 73.5178723 10.035345077514648 9.731513977050781 9.286981582641602 0.3038311004638672 0.7483634948730469 0.4445323944091797
453 630 72.0552 333.5886 340.77613841 71.855907403 -6.6475 1.506 456.0346 632.4023 0.782 0.95 372.1946 340.7761384 71.8559074 9.548799514770508 8.854958534240723 8.094916343688965 0.6938409805297852 1.453883171081543 0.7600421905517578
454 631 311.8645 326.7451 336.75092771 65.12634753 -10.9755 0.0474 24558.46 1072.045 2.105 1.64 373.5853 336.7509277 65.1263475 5.591890335083008 5.371379375457764 5.081902980804443 0.22051095962524414 0.5099873542785645 0.2894763946533203
455 632 223.8891 330.2384 338.05767688 67.614888334 -9.2206 0.1562 4878.04 701.8181 2.066 3.07 377.1337 338.0576769 67.61488829999999 7.721576690673828 6.966065883636475 6.164327144622803 0.7555108070373535 1.5572495460510254 0.8017387390136719
456 635 422.1673 329.9725 335.9168083 61.973582013999994 -6.5441 1.6302 414.5916 622.3369 0.956 1.52 361.7294 335.9168083 61.97358199999999 11.198877334594727 10.500540733337402 9.714021682739258 0.6983366012573242 1.4848556518554688 0.7865190505981445
457 636 350.6616 336.0046 336.63200284 64.130559503 -7.432 0.7196 939.2601 622.3369 3.077 1.5 372.6115 336.6320028 64.1305595 9.711897850036621 9.031410217285156 8.274909019470215 0.6804876327514648 1.4369888305664062 0.7565011978149414
458 639 264.5449 329.4753 337.40940833 66.47531481899999 -8.807 0.2072 3332.8190000000004 635.722 3.057 2.67 373.2054 337.4094083 66.47531479999999 8.351658821105957 8.015593528747559 7.542194366455078 0.33606529235839844 0.8094644546508789 0.47339916229248047
459 640 252.02 329.0732 337.61043898 66.820809977 -4.0032 17.3813 39.92694 639.0245 0.16 0.95 374.0399 337.610439 66.82081 9.372907638549805 8.75631046295166 8.040033340454102 0.6165971755981445 1.3328742980957031 0.7162771224975586
460 642 357.9642 328.0052 336.39192116 63.82732145399999 -5.2194 5.4007 122.3916 608.6575 0.455 1.5 371.2702 336.39192119999996 63.8273215 9.76392650604248 9.082954406738281 8.326436042785645 0.6809720993041992 1.437490463256836 0.7565183639526367
461 643 193.1699 327.1888 338.23011329 68.497820262 -8.3788 0.3073 2246.469 635.722 1.264 3.21 378.1522 338.23011329999997 68.4978203 7.845100402832031 7.69769287109375 7.488495349884033 0.14740753173828125 0.35660505294799805 0.2091975212097168
462 644 163.8455 329.0903 338.78579736 69.349152728 -8.1124 0.3928 1757.749 635.722 2.9789999999999996 1.52 376.9869 338.7857974 69.3491527 8.587453842163086 8.376569747924805 8.068744659423828 0.21088409423828125 0.5187091827392578 0.30782508850097656
463 646 407.241 325.2054 335.7108182 62.424827615 -9.8811 0.0953 8962.677 786.6659 1.525 1.76 364.264 335.7108182 62.42482760000001 6.049476146697998 6.012160778045654 5.976534843444824 0.03731536865234375 0.07294130325317383 0.03562593460083008
464 648 489.0105 326.7167 335.14261655 60.106107972 -7.0422 1.058 655.9587 639.0245 0.754 2.25 364.4272 335.1426166 60.106108 7.129195213317871 6.458683013916016 5.687711715698242 0.6705121994018555 1.441483497619629 0.7709712982177734
465 650 366.5409 326.002 336.13877318 63.584201506999996 -8.8229 0.2031 3382.02 632.4023 1.518 2.07 370.3967 336.1387732 63.5842015 7.965989112854004 7.448553562164307 6.81911563873291 0.5174355506896973 1.1468734741210938 0.6294379234313965
466 651 91.4577 340.7687 339.83566294 71.442429075 -8.5257 0.3593 2572.0029999999997 850.934 6.0360000000000005 4.47 373.7188 339.8356629 71.4424291 9.661091804504395 8.645490646362305 7.6895270347595215 1.0156011581420898 1.971564769744873 0.9559636116027832
467 652 93.9594 324.485 339.70342276 71.306549531 -7.8386 0.5028 1365.925 632.4023 2.7569999999999997 0.95 374.5487 339.7034228 71.3065495 9.661091804504395 8.645490646362305 7.6895270347595215 1.0156011581420898 1.971564769744873 0.9559636116027832
468 653 80.4851 325.0839 339.8505523 71.671499912 -7.7277 0.5569 1233.3010000000002 632.4023 0.96 1.64 372.6288 339.8505523 71.6714999 8.459973335266113 7.829526901245117 7.114400386810303 0.6304464340209961 1.3455729484558105 0.7151265144348145
469 654 51.9006 324.5998 340.37048917 72.48501443399999 -8.6056 0.3096 2768.486 789.3371 2.842 5.64 370.471 340.3704892 72.48501440000001 9.244388580322266 8.622145652770996 7.892237663269043 0.6222429275512695 1.3521509170532227 0.7299079895019531
470 655 382.0612 324.1365 335.89284047 63.14124717 -6.6408 1.5233 453.216 635.722 0.573 1.34 368.9001 335.8928405 63.14124720000001 8.636725425720215 7.685970306396484 6.75673770904541 0.9507551193237305 1.8799877166748047 0.9292325973510742
471 656 223.9011 328.9821 337.6692292 67.444722524 -7.8724 0.4691 1409.223 608.6575 3.508 1.5 376.5634 337.6692292 67.4447225 12.049869537353516 9.095316886901855 7.620237827301025 2.95455265045166 4.42963171005249 1.47507905960083
472 657 300.3812 324.4702 336.70709176 65.47390468399999 -8.4732 0.2817 2450.625 635.722 1.754 3.01 373.4685 336.7070918 65.4739047 8.253192901611328 7.613428115844727 6.891089916229248 0.6397647857666016 1.36210298538208 0.7223381996154785
473 658 299.3499 321.1531 336.46136438 65.517574627 -8.7186 0.2247 3072.236 635.722 2.207 3.97 373.811 336.4613644 65.5175746 8.253192901611328 7.613428115844727 6.891089916229248 0.6397647857666016 1.36210298538208 0.7223381996154785
474 661 51.1062 324.5483 340.80616515 72.541697094 -7.6617 0.5823 1160.615 622.3369 3.5669999999999997 1.5 370.4044 340.8061651 72.5416971 10.021828651428223 8.93743896484375 7.94943904876709 1.0843896865844727 2.072389602661133 0.9879999160766602
475 662 138.5295 324.7512 338.85796321 70.049902105 -6.7412 1.3814 497.1526 632.4023 0.8170000000000001 0.95 378.8918 338.8579632 70.0499021 9.348710060119629 8.388669967651367 7.449848175048828 0.9600400924682617 1.8988618850708008 0.9388217926025391
476 663 132.2941 323.3804 338.83020036 70.230861439 -8.9461 0.1774 3788.198 618.9454 1.6769999999999998 4.09 378.7428 338.83020039999997 70.23086140000001 7.533801555633545 7.008215427398682 6.373198986053467 0.5255861282348633 1.1606025695800781 0.6350164413452148
477 664 131.3603 322.0294 338.868864 70.29766875199999 -8.0877 0.3997 1718.259 632.4023 2.6189999999999998 0.95 379.0701 338.86886400000003 70.2976688 7.533801555633545 7.008215427398682 6.373198986053467 0.5255861282348633 1.1606025695800781 0.6350164413452148
478 665 260.9145 323.9482 337.09855272 66.602221633 -6.1785 2.3319 296.0659 635.722 0.5429999999999999 2.53 374.12199999999996 337.09855269999997 66.60222160000001 10.30420970916748 9.995977401733398 9.559500694274902 0.30823230743408203 0.7447090148925781 0.4364767074584961
479 667 487.5538 321.0396 334.85066246 60.156516893 -9.0576 0.1636 4198.045999999999 632.4023 1.196 2.22 365.0904 334.8506625 60.1565169 7.129195213317871 6.458683013916016 5.687711715698242 0.6705121994018555 1.441483497619629 0.7709712982177734
480 668 300.9065 323.6737 336.55205681 65.418059071 -8.1283 0.3706 1783.62 608.6575 3.463 1.51 373.6216 336.5520568 65.41805910000001 8.253192901611328 7.613428115844727 6.891089916229248 0.6397647857666016 1.36210298538208 0.7223381996154785
481 670 238.8452 321.4776 337.29953878 67.204045908 -3.8589 19.6455 34.959140000000005 632.4023 0.157 0.95 376.0646 337.29953880000005 67.2040459 9.630406379699707 8.929505348205566 8.15968132019043 0.7009010314941406 1.4707250595092773 0.7698240280151367
482 671 53.8441 322.3976 340.1389767 72.43282638 -7.9474 0.4525 1509.911 629.0651 1.064 1.48 370.6351 340.1389767 72.43282640000001 9.244388580322266 8.622145652770996 7.892237663269043 0.6222429275512695 1.3521509170532227 0.7299079895019531
483 672 40.2031 322.6627 340.41584024 72.814082686 -7.3931 0.7578 906.2549 632.4023 0.9620000000000001 0.96 370.0613 340.4158402 72.8140827 9.154906272888184 8.560382843017578 7.8570332527160645 0.5945234298706055 1.2978730201721191 0.7033495903015137
484 673 3.0812 323.0475 341.25864598 73.819578084 -3.2826 30.2671 20.5607 573.0321 0.124 0.96 362.2122 341.258646 73.8195781 9.179364204406738 8.969888687133789 8.659322738647461 0.20947551727294922 0.5200414657592773 0.3105659484863281
485 674 145.1684 318.0996 338.20640412 69.90204417300001 -10.208 0.0676 12111.14 753.8736 1.65 1.7 378.5764 338.20640410000004 69.9020442 6.117979049682617 5.923131942749023 5.660939693450928 0.19484710693359375 0.45703935623168945 0.2621922492980957
486 675 125.3947 319.5756 338.62011969 70.46692269399999 -6.8905 1.1976 570.4366 629.0651 1.165 3.26 378.6673 338.6201197 70.46692270000001 6.3300957679748535 6.306083679199219 6.32415771484375 0.024012088775634766 0.005938053131103516 -0.01807403564453125
487 676 413.4135 321.3828 335.45592863 62.265368638999995 -9.1819 0.1549 4706.965 671.1561 2.147 3.77 364.8685 335.45592860000005 62.2653686 7.8739752769470215 7.060905456542969 6.225080966949463 0.8130698204040527 1.6488943099975586 0.8358244895935059
488 677 437.9055 319.0163 335.11675721 61.586757772 -5.3753 4.8863 141.2906 635.722 0.237 1.64 362.5055 335.1167572 61.5867578 8.29696273803711 7.973707675933838 7.537834644317627 0.3232550621032715 0.7591280937194824 0.43587303161621094
489 678 382.9094 317.1759 335.46171498 63.150922475 -8.6912 0.2305 2995.502 635.722 0.9440000000000001 1.09 369.1539 335.46171499999997 63.1509225 6.990425109863281 6.916232585906982 6.838442325592041 0.07419252395629883 0.15198278427124023 0.0777902603149414
490 679 43.4673 329.6585 341.21632788 72.64107391600001 -7.0262 1.0737 646.3558 639.0245 2.398 3.47 369.9269 341.21632789999995 72.64107390000001 9.802068710327148 9.640735626220703 9.403326988220215 0.1613330841064453 0.3987417221069336 0.23740863800048828
491 680 205.4245 318.5557 337.38511379 68.18288709 -8.6021 0.2462 2759.656 625.71 1.318 4.38 377.8776 337.3851138 68.18288709999999 8.117549896240234 7.452797889709473 6.704647541046143 0.6647520065307617 1.4129023551940918 0.7481503486633301
492 681 102.2653 319.251 338.97195447 71.096756908 -6.9236 1.1616 588.1118 629.0651 0.8079999999999999 2.53 376.7047 338.9719545 71.0967569 9.262369155883789 8.33594799041748 7.425339698791504 0.9264211654663086 1.8370294570922852 0.9106082916259766
493 682 310.6139 318.6217 336.17034125 65.274263584 -8.394 0.303 2278.161 635.722 3.2030000000000003 3.7 372.9452 336.1703413 65.27426360000001 8.609654426574707 7.737390995025635 6.860905647277832 0.8722634315490723 1.748748779296875 0.8764853477478027
494 683 129.3146 316.0087 338.27001029 70.359138412 -9.9301 0.0792 9376.761 683.586 1.551 1.87 378.68 338.2700103 70.3591384 6.3300957679748535 6.306083679199219 6.32415771484375 0.024012088775634766 0.005938053131103516 -0.01807403564453125
495 686 139.4676 317.8341 338.24769739 70.063371675 -7.6226 0.6167 1119.5610000000001 635.722 0.9890000000000001 1.69 379.4668 338.2476974 70.0633717 6.117979049682617 5.923131942749023 5.660939693450928 0.19484710693359375 0.45703935623168945 0.2621922492980957
496 687 26.9941 317.6771 340.21137401 73.205412117 -7.7568 0.5421 1266.83 632.4023 0.672 0.96 365.51800000000003 340.21137400000003 73.20541209999999 7.6777262687683105 7.6481475830078125 7.642148494720459 0.029578685760498047 0.03557777404785156 0.005999088287353516
497 690 311.3507 316.0086 336.03157314 65.192290441 -8.5187 0.2716 2555.558 639.0245 1.531 2.28 372.3719 336.0315731 65.1922904 8.609654426574707 7.737390995025635 6.860905647277832 0.8722634315490723 1.748748779296875 0.8764853477478027
498 692 7.9852 316.5122 340.53142118 73.764351748 -8.0414 0.4171 1646.461 632.4023 2.344 0.96 362.8549 340.53142119999995 73.7643517 9.179364204406738 8.969888687133789 8.659322738647461 0.20947551727294922 0.5200414657592773 0.3105659484863281
499 693 463.6486 316.0308 334.7314835 60.862333158999995 -6.5352 1.6701 411.2219 632.4023 0.664 0.97 361.9514 334.7314835 60.8623332 9.163342475891113 8.928498268127441 8.565924644470215 0.23484420776367188 0.5974178314208984 0.36257362365722656
500 696 221.895 316.0199 337.00168981 67.750191415 -2.7594 54.0811 12.69923 632.4023 0.095 0.96 376.7596 337.0016898 67.7501914 10.635041236877441 9.762141227722168 8.869338989257812 0.8729000091552734 1.765702247619629 0.8928022384643555
501 697 380.968 314.0213 335.26745631 63.221574863 -7.4028 0.7511 914.3622 632.4023 0.608 0.99 369.6714 335.2674563 63.22157489999999 6.990425109863281 6.916232585906982 6.838442325592041 0.07419252395629883 0.15198278427124023 0.0777902603149414
502 698 451.8369 320.491 335.0773756 61.182485876 -7.2581 0.8537 800.2778 629.0651 0.8 2.52 362.031 335.0773756 61.182485899999996 8.67568588256836 8.07997989654541 7.367421627044678 0.5957059860229492 1.3082642555236816 0.7125582695007324
503 699 110.904 314.9923 338.42253002 70.894222359 -5.4072 4.5941 145.5072 615.5352 0.523 1.5 377.181 338.42253 70.8942224 9.62589168548584 9.367537498474121 8.990630149841309 0.25835418701171875 0.6352615356445312 0.3769073486328125
504 701 342.782 312.9442 335.5095258 64.285350238 -7.4728 0.7714 975.2286 692.762 1.0759999999999998 6.15 373.4488 335.5095258 64.2853502 8.797784805297852 8.315072059631348 7.716746807098389 0.4827127456665039 1.081037998199463 0.598325252532959
505 702 166.0906 313.0282 337.48273621 69.332181883 -7.8716 0.4878 1408.067 632.4023 0.867 1.47 376.0993 337.4827362 69.3321819 8.138179779052734 7.284387111663818 6.421773433685303 0.853792667388916 1.7164063453674316 0.8626136779785156
506 703 163.8647 310.2549 337.2896853 69.424892819 -8.5209 0.271 2560.636 639.0245 1.421 3.26 376.9645 337.28968530000003 69.4248928 8.138179779052734 7.284387111663818 6.421773433685303 0.853792667388916 1.7164063453674316 0.8626136779785156
507 705 123.2082 312.5828 338.12856656 70.564612219 -7.9006 0.4698 1446.259 625.71 2.8710000000000004 3.28 378.129 338.1285666 70.5646122 9.782261848449707 9.526165008544922 8.927230834960938 0.25609683990478516 0.8550310134887695 0.5989341735839844
508 706 2.952 312.1463 340.18474066 73.915576499 -8.5069 0.2937 2527.84 683.586 2.3080000000000003 6.45 362.3926 340.18474069999996 73.9155765 9.364157676696777 7.809784412384033 6.624207973480225 1.5543732643127441 2.7399497032165527 1.1855764389038086
509 708 239.779 313.1236 336.56876796 67.252588735 -7.0401 1.049 654.7201 632.4023 0.9309999999999999 0.95 376.9476 336.56876800000003 67.2525887 10.407357215881348 10.087458610534668 9.63548469543457 0.3198986053466797 0.7718725204467773 0.45197391510009766
510 709 13.1921 312.3845 339.99611052 73.612629766 -6.3424 1.9629 344.3192 622.3369 0.7120000000000001 1.51 363.6656 339.9961105 73.6126298 11.795221328735352 11.046006202697754 10.226592063903809 0.7492151260375977 1.568629264831543 0.8194141387939453
511 710 454.3264 311.1378 334.51607396 61.139847505 -7.8285 0.5101 1353.369 635.722 1.0959999999999999 1.21 362.8572 334.516074 61.139847499999995 8.790155410766602 8.417829513549805 7.921503067016602 0.3723258972167969 0.86865234375 0.4963264465332031
512 711 129.3333 310.6141 337.80462949 70.323972561 -7.7271 0.5572 1232.601 632.4023 2.6630000000000003 0.95 378.7476 337.8046295 70.32397259999999 10.13883113861084 10.059370040893555 9.920053482055664 0.07946109771728516 0.21877765655517578 0.13931655883789062
513 713 58.7496 314.2811 338.89805132 72.332029842 -4.6952 9.0938 75.52251 632.4023 0.311 2.53 370.7399 338.8980513 72.3320298 9.40091609954834 8.852745056152344 8.199295997619629 0.5481710433959961 1.201620101928711 0.6534490585327148
514 715 274.2289 309.4389 335.86957475 66.275182049 -6.1222 2.3514 281.1145 608.6575 0.71 1.51 373.6345 335.8695747 66.275182 9.533207893371582 9.297575950622559 8.940827369689941 0.23563194274902344 0.5923805236816406 0.3567485809326172
515 716 169.8804 308.0929 337.05682148 69.23533412 -7.7146 0.5547 1218.512 622.3369 2.51 1.5 377.0498 337.0568215 69.23533409999999 10.483409881591797 8.838955879211426 7.635747909545898 1.644454002380371 2.8476619720458984 1.2032079696655273
516 717 97.7304 320.2171 338.0404913 71.092726683 -6.0247 2.6726 256.9756 632.4023 0.512 0.96 376.4705 338.04049130000004 71.0927267 9.918424606323242 9.801275253295898 9.613375663757324 0.11714935302734375 0.30504894256591797 0.18789958953857422
517 718 50.21 308.9206 338.9169958 72.596308514 -6.335 2.0082 341.9906 632.4023 0.597 2.5 370.0694 338.9169958 72.59630849999999 10.164299964904785 9.524142265319824 8.794305801391602 0.6401576995849609 1.3699941635131836 0.7298364639282227
518 720 465.9375 304.8899 334.05042277 60.836560675 -5.4282 4.6297 148.3433 632.4023 0.308 3.0 365.2257 334.05042280000004 60.83656070000001 8.16594123840332 7.931366920471191 7.597832202911377 0.2345743179321289 0.5681090354919434 0.33353471755981445
519 722 396.4741 304.4509 334.53485346 62.813894753 -10.8047 0.043 20983.83 830.9092 1.569 2.13 370.0515 334.5348535 62.8138948 6.031879425048828 5.3606858253479 4.651686668395996 0.6711935997009277 1.380192756652832 0.7089991569519043
520 723 137.9846 307.5828 337.42119884 70.15520407 -8.0984 0.3958 1735.244 632.4023 0.8370000000000001 1.89 379.5355 337.4211988 70.15520409999999 7.119166374206543 7.128794193267822 7.186539173126221 -0.009627819061279297 -0.06737279891967773 -0.05774497985839844
521 724 131.8778 307.4606 337.49246709 70.318568841 -7.26 0.8521 801.7149 629.0651 1.37 2.51 379.5388 337.4924671 70.3185688 7.119166374206543 7.128794193267822 7.186539173126221 -0.009627819061279297 -0.06737279891967773 -0.05774497985839844
522 725 122.971 300.9005 337.62262184 70.580726333 -8.2531 0.3432 2000.899 632.4023 4.156000000000001 0.94 378.7046 337.62262180000005 70.5807263 8.635995864868164 8.35578441619873 7.953705310821533 0.2802114486694336 0.6822905540466309 0.40207910537719727
523 727 42.6049 307.1609 338.92228723 72.834270715 -8.4815 0.2796 2469.427 635.722 1.056 3.02 369.8792 338.92228719999997 72.8342707 8.577999114990234 8.31939697265625 7.953276634216309 0.2586021423339844 0.6247224807739258 0.3661203384399414
524 728 16.4991 301.0575 338.81141696 73.591914593 -11.1652 0.0426 29246.39 1147.899 1.659 1.48 364.5407 338.811417 73.5919146 5.195469856262207 4.941089153289795 4.675961971282959 0.2543807029724121 0.519507884979248 0.26512718200683594
525 730 219.2933 307.011 336.32794126 67.866860604 -6.5155 1.7185 403.8198 639.0245 0.8370000000000001 2.53 377.4849 336.3279413 67.8668606 9.071305274963379 8.508997917175293 7.8417134284973145 0.5623073577880859 1.2295918464660645 0.6672844886779785
526 731 129.0898 304.6563 337.31292893 70.425450878 -8.8292 0.203 3401.684 635.722 1.307 1.87 379.7996 337.3129289 70.4254509 7.36232852935791 7.242835521697998 7.090829849243164 0.11949300765991211 0.2714986801147461 0.15200567245483398
527 733 8.723 310.7454 339.62369915 73.867833297 -7.3869 0.7582 901.0572 629.0651 4.0169999999999995 0.96 362.7175 339.62369910000007 73.8678333 10.63868236541748 9.875665664672852 9.058378219604492 0.7630167007446289 1.5803041458129883 0.8172874450683594
528 734 36.9691 312.9147 338.88023844 73.040080288 -6.8779 1.1987 563.8425 622.3369 4.945 1.51 366.4376 338.88023839999994 73.0400803 12.781777381896973 10.092638969421387 8.683951377868652 2.689138412475586 4.09782600402832 1.4086875915527344
